source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,elevation
www.thehindu.com,http://www.thehindu.com/news/national/other-states/heavy-rainfall-causes-landslides-in-kumaon/article4931537.ece,5139,07/19/2013 12:00:00 AM,,"Munsyari Area, Pithoragarh, Uttarakhand","Heavy rainfall continued to lash various parts of Uttarakhand, especially the Kumaun region, leading to landslides and rising water levels in several rivers. Separate cases of landslides in two villages in the Munsyari area of Pithoragarh district caused damage to six houses.","Munsyari Area, Pithoragarh, Uttarakhand",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,5139.0,India,IN,Uttarakhand,7331.0,Dhārchula,36.94258,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.2369,30.0718,2155
Nepal News,http://www.nepalnews.com/main/index.php/news-archive/19-general/7470-five-killed-five-missing-in-landslide-in-kaski-shyangja.html,2058,07/11/2010 09:00:00 AM,,"Gahate village, Mijuredanda, Kaski district","Five persons have been killed and five others missing in three separate landslides in Kaski and Shyangja Sunday morning.   Most parts of the country have seen incessant rains as monsoon has become fully active from Saturday.   Three siblings were killed when a landslide buried their house in Mijuredanda of Kaski. Maila Pariyar's sons Rajenda, 12, Shobhakar, 7, and daughter Sukmaya, 4, were killed when they were buried inside the house by the landslide. ","Gahate village, Mijuredanda, Kaski district",5km,landslide,downpour,medium,unknown,3.0,,,,,glc,2058.0,Nepal,NP,Western Region,200000.0,Pokhara,7.56889,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.17758452,28.22020061,1103
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+buries+12+houses%2C+displaces+56+families+&NewsID=248337,2029,06/30/2010 09:00:00 AM,,"Ward No 4 and 5 of Sankhuwa Khola VDC(?), Sankhuwasabha","ANKHUWASABHA: A landslide swept away 12 houses at Ward No 4 and 5 of Sankhuwa Khola VDC in Sankhuwasabha on Wednesday morning.  The landslide triggered by heavy rainfall last night has also displaced 56 households and buried half a dozen of cattle. The displaced are living under the open sky.  The bridge over Newa Khola was also swept away by the landslide. Red Cross workers, human rights activists and security personnel have left the district headquarters for the affected area for rescue and relief operation, according to Adal Kumar Kulung, a local in the district headquarters.","Ward No 4 and 5 of Sankhuwa Khola VDC(?), Sankhuwasabha",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2029.0,Nepal,NP,Eastern Region,22903.0,Khāndbāri,25.71177,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,87.2196,27.6063,2752
Disaster Charter,http://www.disasterscharter.org/web/charter/activation_details?p_r_p_1415474252_assetId=ACT-488,5989,04/12/2014 11:00:00 PM,,several villages in Khatlon Province,"Torrential rain on 12-13 April/2014 caused a series of landslides and floods that damaged or destroyed residential buildings in several villages in the Khatlon province of Tajikistan. Estimates indicated that at least 14 people were killed, but due to the debris it was difficult to account for everyone and some people are still missing. The landslide occurred at night, leaving residents with little or no warning of the disaster. The districts of Shouroobod, Vose and Kulob were affected by the disaster. And the villages of Panjosiyob, Garabdara, Loyluqa suffered flooding.",several villages in Khatlon Province,5km,landslide,continuous_rain,large,unknown,14.0,0.0,,,,glc,5989.0,Tajikistan,TJ,Khatlon,0.0,Sarband,15.98439,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,69.0971,37.9107,723
www.whatsonsanya.com,http://www.whatsonsanya.com/news-26555.html,4791,03/29/2013 06:00:00 AM,,"Haxigang, Lhasa, Xizang (Tibet)","Investigators have concluded that melting snow seeping into disintegrating rock caused a massive landslide last week that killed 83 people in a mining area near Lhasa, the Tibet autonomous region.According to a report released by the rescue headquarters on Friday, steepness of the slope, disintegrating rock and water from snowmelt combined to cause the landslide. The report was compiled by a team of six experts led by Cen Jiafa, a researcher at a consulting center under the Ministry of Land and Resources.The landslide occurred along a 42 to 45 degree slope in a V-shaped valley. The report said about 300,000 cubic meters of loose stone and soil triggered the landslide on the east slope of Zeri Mountain, in Zhaxigang village, Maizhokunggar county. At about 6 am on March 29, the land gave way and rushed down from an altitude of 5,359 meters on the mountainside to 4,535 meters, leaving 2 million cubic meters of debris spread across 2 kilometers, according to the report. Part of the slope w","Haxigang, Lhasa, Xizang (Tibet)",5km,landslide,snowfall_snowmelt,very_large,unknown,83.0,,,,,glc,4791.0,China,CN,Tibet Autonomous Region,118721.0,Lhasa,5.75462,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.1549,29.6699,3654
www.thehimalayantimes.com,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+displaces+20+Palpa+families&NewsID=380972,4960,06/18/2013 12:00:00 AM,,"Pasang Lhamu Highway (Linking Rasuwa With Kathmandu), Along Ramche And Mulharka Sections","In Rasuwa, floods damaged Rasuwagadhi, an historical site in Rasuwa on the Nepal-China border. According to locals, a swollen Lende Khola, which originates in China, and the Bhotekoshi River have damaged the historic fortÕs foundations. Landslides along Ramche and Mulkharka sections have blocked the Pasang Lhamu highway, which links Rasuwa with Kathmandu.","Pasang Lhamu Highway (Linking Rasuwa With Kathmandu), Along Ramche And Mulharka Sections",50km,landslide,rain,medium,unknown,0.0,,,,,glc,4960.0,Nepal,NP,Central Region,44632.0,Kirtipur,16.72038,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,85.2114,27.8196,1581
english.aljazeera,http://english.aljazeera.net/news/asia/2008/08/200886132558352597.html,687,08/05/2008 12:00:00 AM,,Hilalabad village,"occurred Tuesday night, buried in mountain village",Hilalabad village,50km,landslide,downpour,large,unknown,7.0,,,,,glc,687.0,Pakistan,PK,Gilgit-Baltistan,2100.0,Skārdu,68.34443,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.52,35.8975,4480
hindu,http://www.hindu.com/thehindu/holnus/003200808281322.htm,764,08/29/2008 12:00:00 AM,,"Jagannath village, Bajura District","Four persons were killed in a landslide caused by incessant rains at Jagannath village of Bajura district in western Nepal, they said","Jagannath village, Bajura District",25km,landslide,downpour,medium,unknown,4.0,,,,,glc,764.0,Nepal,NP,Far Western,0.0,Achhām,36.97843,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,81.3167,29.3833,1767
Red Cross - Field reports,https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2987,146,07/30/2007 12:00:00 AM,,Uttarkashi district,"Dhaulapani towards Narender Nagar, Uttarkashi-Tehri Marg",Uttarkashi district,50km,landslide,downpour,medium,unknown,2.0,,,,,glc,146.0,India,IN,Uttarakhand,17123.0,Uttarkāshi,0.54749,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.439,30.733,1437
Zee News,http://zeenews.india.com/news/north-east/landslide-in-tawang-area-of-arunachal-pradesh-watch-video_1878690.html,7655,04/22/2016 02:30:00 AM,,"Tawang, Arunachal Pradesh","TRMM shows no significant rainfall accumulation. Article: Continuous rain in the last couple of days led to a landslide at Famla village in Arunachal Pradesh's Tawang district early Friday, killing 17 people.","Tawang, Arunachal Pradesh",5km,landslide,continuous_rain,medium,above_road,17.0,0.0,,"http://timesofindia.indiatimes.com/thumb/msid-51950784,width-400,resizemode-4/51950784.jpg",,glc,7655.0,India,IN,Arunachal Pradesh,4831.0,Tawang,6.69648,04/23/2016 02:02:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.8569,27.5799,2757
The hindu.com,,234,09/05/2007 12:00:00 AM,,Panthal in Jammu’s Ramban district on Srinagar-Jammu Highway,"occurred on road, disrupted traffic",Panthal in Jammu’s Ramban district on Srinagar-Jammu Highway,50km,landslide,rain,medium,unknown,,,,,,glc,234.0,India,IN,Kashmir,4209.0,Batoti,5.31733,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.3098,33.1662,946
asiantribune,http://www.asiantribune.com/news/2011/02/03/floods-and-landslides-play-havoc-once-again-sri-lanka,3082,02/01/2011 12:00:00 AM,,Matale district,"03 February, (Asiantribune.com):  Just after several hundred thousand people of Sri Lanka returned to their homes after being severely affected and spent their days in temporary camps from the devastating floods during December/January period, they are once again confronted by heavy rains and another wave of floods.  ...  An Emergency disaster situation has been declared in the Matale district, following landslides occurred in many parts of the District causing damage to roads and houses. People have been ordered to vacate the identified landslide prone areas. ",Matale district,50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3082.0,Sri Lanka,LK,Central,111701.0,Kandy,19.09736,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.6241,7.4678,351
The Telegraph,http://www.telegraph.co.uk/news/2016/04/10/asian-cities-jolted-by-71-magnitude-earthquake/,9398,04/10/2016 12:00:00 AM,,Buner District,"the tremors caused a  landslide on the Karakurm  mountain  range connecting Swat and Buner"""". """"  """"One man was killed and another injured when a landslide hit a car in the Buner district of Khyber Pakhtunkhwa",Buner District,50km,landslide,earthquake,small,unknown,1.0,1.0,,,,glc,9398.0,Pakistan,PK,Khyber Pakhtunkhwa,0.0,Daggar,18.54055,08/03/2016 07:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.6792,34.4667,924
Dawn,http://www.dawn.com/news/1271552/tourists-stranded-in-kaghan-as-landslide-blocks-road,9043,07/16/2016 11:00:00 PM,,"Mansehra-Naran-Jalkhad Road at various places, Kaghan Valley, Balakot, Pakistan","One of multiple landslides, location along road is estimated.  Thousands of tourists from across the country were stranded in picturesque Kaghan valley after landslide blocked Mansehra-Naran-Jalkhad Road at various places on Saturday night. The heavy water gushing from high mountains inundated the road in Safad Khatta (white stream), blocking it to all sorts of traffic. ________________________________________ “Thousands of tourists are stranded in the area as National Highway Authority has failed to remove boulders and mudslides as yet,” Kausar Saleem Bangash told journalists by telephone from Kaghan valley on Sunday. He said that women and children were suffering the most. He said that long queues of vehicles could be seen on the road while the administration seemed least interested in discharging its duty.  “I have never seen such huge influx of tourists to any resort as I witnessed here but mismanagement shattered the enjoyment of tourists coming here,” she said. Ms Bibi said that ","Mansehra-Naran-Jalkhad Road at various places, Kaghan Valley, Balakot, Pakistan",10km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,9043.0,Pakistan,PK,Khyber Pakhtunkhwa,14047.0,Baffa,18.15304,07/19/2016 05:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.3569,34.5554,1104
ekantipur,http://www.ekantipur.com/2012/03/02/national/one-goes-missing-in-landslide/349856.html,4235,03/01/2012 12:00:00 AM,,"Jharlang VDC of Northern Dhading district, Sumchet, Ward No. 8","One person has been missing in a landslide in remote Jharlang VDC of Northern Dhading district. The missing was identified as Sipai Lama Tamang, 50, a resident of Jharlang VDC who went missing in the landslide at Sumchet in Ward No. 8 of the same VDC.  Tamang went missing while he was in the jungle for cutting grass, said a local Man Bahadur Tamang.  As the site is far away, the police team will only reach there Friday evening, police said. RSS. Unclear date or trigger for landslide event.","Jharlang VDC of Northern Dhading district, Sumchet, Ward No. 8",25km,landslide,unknown,medium,unknown,1.0,,,,,glc,4235.0,Nepal,NP,Central Region,1442271.0,Kathmandu,51.67596,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,85.0548,28.1038,2705
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-08-10/thiruvananthapuram/41266154_1_monsoon-fury-memorandum-crossed-rs,5265,08/04/2013 12:00:00 AM,,"Idukki, Kerala","The state government has sought a financial assistance of Rs 5,660 crore from the Union government to cope with monsoon-related calamities that claimed 175 lives, damaged 60,000 houses and ravaged over 50% of roads across the state. In a memorandum submitted to Prime Minister Manmohan Singh, chief minister Oommen Chandy said monsoon-related calamities were to be considered a national disaster and the state -- which had been fighting the ill- effects of severe drought till a couple of months ago -- was not in a position to handle the financial implications of rain devastation in Kerala. Monsoon rainfall in 2013 had exceeded the forecast, causing landslides and floods in several districts. Coastal erosion compounded the problem, damaging the state coastline significantly. Floods devastated several villages leading to evacuation and dislocation of a large number of families, the memorandum said. ""Out of the 1,51,652km of roads in the state, more than 50% have been severely damaged. Secto","Idukki, Kerala",unknown,landslide,continuous_rain,very_large,unknown,3.0,,,,,glc,5265.0,India,IN,Kerala,11248.0,Idukki,8.6519,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.011,9.9147,719
Business Standard,http://www.business-standard.com/article/pti-stories/three-injured-houses-collapse-in-landslide-in-arunachal-116080700399_1.html,9464,08/05/2016 12:00:00 AM,,Babrang village under Jang circle in Tawang district,"Three persons were injured and eight houses collapsed following landslides triggered by torrential rain at Barbara in Tawang district of Arunachal Pradesh, an official said today.",Babrang village under Jang circle in Tawang district,5km,landslide,downpour,medium,unknown,0.0,3.0,,http://www.arunachaltimes.in/wp-content/uploads/2016/08/Landslide-washes-away-8-300x206.jpg,,glc,9464.0,India,IN,Arunachal Pradesh,4831.0,Tawang,5.03841,08/16/2016 09:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.9754,27.5754,2410
United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument,104,06/25/2007 12:00:00 AM,,Prakasam,United Nations Development Programme - Relief Web,Prakasam,unknown,landslide,rain,medium,unknown,,,,,,glc,104.0,India,IN,Andhra Pradesh,38714.0,Kondapalle,8.53133,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.6128,16.6252,23
inewsone,http://www.inewsone.com/2011/08/12/iaf-airdrops-food-to-marooned-in-arunachal/68478,3912,08/12/2011 12:00:00 AM,,East Kameng district in Arunachal Pradesh bordering China,"Shillong, Aug 12 (IANS) Indian Air Force helicopters Friday airdropped food packets to thousands of marooned people in the East Kameng district in Arunachal Pradesh bordering China.  People residing in the East Kameng district were cut-off from the mainland due to disruption in road communication after landslides that followed incessant rains in the region.  ‘We have airdropped emergency rations in several areas where people were facing critical shortages of food supplies in the district,’ IAF spokesman Ranjeeb Sahoo said.  The Arunachal Pradesh government had requisitioned IAF helicopters to drop emergency rations at Seppa, Chyangtajo, Bameng and Khanewa where people faced critical shortage of food supplies.  Sahoo said IAF helicopters from units under the Eastern Air Command were activated from Tezpur, Guwahati, Kumbhigram and Mohanbari to undertake the mission.  Relief operations continue in full swing and about five tonnes of supplies have been air lifted to the affected areas so f",East Kameng district in Arunachal Pradesh bordering China,50km,landslide,rain,medium,unknown,0.0,,,,,glc,3912.0,India,IN,Arunāchal Pradesh,7121.0,Bomdila,23.93526,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.2833,27.44,2613
www.newindianexpress.com,http://www.newindianexpress.com/nation/Fresh-landslides-in-Uttarakhand-as-bad-weather-persists/2013/07/25/article1701733.ece,5195,07/25/2013 12:00:00 AM,,"Alaknanda Valley Of Chamoli District, Uttarakhand","Incessant rains continued to buffet Uttarakhand, triggering landslides in Uttarkashi and Chamoli that damaged many houses in the two districts. While 30 houses were reported to be damaged in Uttarkashi, four settlements were razed in the landslips in Alaknanda valley of Chamoli district.","Alaknanda Valley Of Chamoli District, Uttarakhand",unknown,landslide,continuous_rain,medium,unknown,,,,,,glc,5195.0,India,IN,Uttarakhand,2000.0,Pīpalkoti,10.18317,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.3276,30.4041,1098
www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,5272,08/04/2013 12:00:00 AM,,"Longsa, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout","Longsa, Nagaland",1km,landslide,monsoon,medium,unknown,,,,,,glc,5272.0,India,IN,Nāgāland,34021.0,Mokokchūng,13.15534,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.5438,26.2083,1477
Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,6890,03/15/2015 12:00:00 AM,,Hajibal,"As a result of continuous rains and snowfall during the past few days several areas in Baramulla district including Larridora, Bandibala, Dodhbugh, Nilsar, Hajibal, Shirpora and others have witnessed landslides and earth sinking.",Hajibal,1km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,6890.0,India,IN,Kashmir,77276.0,Bāramūla,13.97334,04/03/2015 07:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.4117,34.0968,2071
The Hindu,http://www.thehindu.com/news/national/karnataka/trains-delayed-owing-to-mishap/article8861760.ece,9006,07/16/2016 03:00:00 PM,,"Kulashekara-Konguru Mutt Road (Kongoor Mutt Road) near Mangaluru Junction-Panambur Railway line, near Mangaluru, India","In an unrelated incident, there was a minor landslide off Kulashekara-Konguru Mutt Road near Mangaluru on Saturday afternoon abutting the Mangaluru Junction-Panambur Railway line, which is now being doubled.  The damaged portion was a part of hill-cutting exercise being undertaken by the Southern Railway for doubling the line. It is said that the landslip occurred when an earthmover engaged in hill cutting was being moved atop the hillock. However, there was no casualty.  The landslip however has put a few houses adjoining the area and the connecting road under threat.","Kulashekara-Konguru Mutt Road (Kongoor Mutt Road) near Mangaluru Junction-Panambur Railway line, near Mangaluru, India",5km,landslide,construction,small,above_road,0.0,0.0,,,,glc,9006.0,India,IN,Karnataka,417387.0,Mangalore,3.99389,07/18/2016 03:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8859,12.8962,50
www.ctvnews.ca,http://www.ctvnews.ca/world/rescuers-recover-5-more-bodies-from-indonesia-quake-landslides-toll-at-35-dead-1.1354509,5015,07/02/2013 12:00:00 AM,,Serempa Village In Central Aceh,"Rescuers have recovered the bodies of another five people killed in an earthquake this week in Indonesia's Aceh province, bringing the death toll to 35. Andra Pahlevi of the army's rescue team says the body of an 11-year-old girl was retrieved Friday from the rubble of a landslide triggered by the quake in Serempa village in Central Aceh. Sutopo Purwo Nugroho of the National Disaster Mitigation Agency says the bodies of four boys were retrieved Thursday from another landslide in the nearby village of Bah. Tuesday's magnitude-6.1 quake also damaged more than 4,300 houses and buildings, injured 275 people and left about 6,500 people displaced. Indonesia is prone to earthquakes. A magnitude-9.1 earthquake off Aceh in 2004 triggered a tsunami, killing 230,000 people in 14 countries.",Serempa Village In Central Aceh,5km,landslide,earthquake,medium,unknown,1.0,,,,,glc,5015.0,Indonesia,ID,Aceh,0.0,Rusip,7.68819,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.6679,4.7062,767
daijiworld,"http://www.daijiworld.com/news/news_disp.asp?n_id=47500&n_tit=Mangalore:+Monsoon+Continues+to+Strike;+Landslide,+Houses+Collapse",580,06/09/2008 12:00:00 AM,,"near Kuloor church, in Manipur along National Highway","difficult to determine location, heavy rains throughout Manipur state","near Kuloor church, in Manipur along National Highway",unknown,landslide,monsoon,medium,unknown,,,,,,glc,580.0,India,IN,Manipur,44493.0,Thoubāl,2.9361,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9784,24.6596,772
www.hindustantimes.com,http://www.hindustantimes.com/India-news/Mumbai/Mumbai-2-dead-1-injured-3-still-trapped-under-debris-in-Wadala-landslide/Article1-1090217.aspx,5074,07/10/2013 12:00:00 AM,,"Antop Hill, Mumbai","Two people were killed, one injured and three others trapped under debris after a landslide at Antop hill on Wednesday morning. Following torrential rains, a huge boulder from the hillock smashed into three houses at the foothill. According to residents of the Devram Dada Chawl, landslides are commonplace, but this time the intensity was greater. ÒThis is first time someone has died and houses reduced to rubble,Ó said Vinod Aiwale, who has lived at the chawl for 26 years.","Antop Hill, Mumbai",5km,landslide,downpour,medium,unknown,2.0,1.0,,,,glc,5074.0,India,IN,Maharashtra,12691836.0,Mumbai,5.38711,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.8676,19.0263,6
Nepal News,http://www.nepalnews.com/archive/2008/aug/aug31/news05.php,9682,08/30/2008 12:00:00 AM,,"Chokchissapani VDC-9, Tanahun District",multiple landslides occurred throughout district,"Chokchissapani VDC-9, Tanahun District",5km,landslide,downpour,medium,unknown,3.0,,,,,glc,765.0,Nepal,NP,Central Region,107157.0,Bharatpur,31.54629,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.42143526,28.10025822,979
www.business-standard.com,http://www.business-standard.com/article/current-affairs/mudslides-block-nh-2-in-nagaland-113100700032_1.html,5575,10/05/2013 11:00:00 PM,,"Chiechama, Nagaland","Continuous rainfall has caused massive mudslides blockingNH-2 between Kohima and Botsa in Nagaland, official sources said today. The mudslides on late last night has caused huge inconvenience, additional deputy commissioner Chiephobozou sub-division Bodeno Mero said. She said around 60 to 70 vehicles were stranded along the stretch since this morning. An electrical post was also damaged due to mudslide and power lines were cut off in and around Botsa area to avoid any mishap. Stating that all efforts are being made to see that the highway is cleared with PWD workers put to service, she however cautioned the public travelling on NH-2 of delayed journey. She expressed fear that the mudslides would continue till the rain stopped.","Chiechama, Nagaland",5km,mudslide,continuous_rain,medium,unknown,0.0,,,,,glc,5575.0,India,IN,Nāgāland,92113.0,Kohima,17.27342,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1497,25.8266,1394
dnaindia,http://www.dnaindia.com/india/report-three-killed-as-heavy-rains-continue-to-lash-uttarakhand-1412378,2105,07/20/2010 06:00:00 PM,,"Bhimtal area, Naintal district, Uttarakhand","Another person was killed after being buried under landslides at Bhimtal area of Naintal district. He was riding a motorcycle when the incident took place last evening, official sources said.","Bhimtal area, Naintal district, Uttarakhand",10km,landslide,downpour,medium,unknown,1.0,,,,,glc,2105.0,India,IN,Uttarakhand,6625.0,Bhīm Tāl,1.83184,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.5519,29.3576,1336
News First,http://newsfirst.lk/english/2014/12/badulla-landslides-death-toll-rises-six/69361,6594,12/26/2014 12:00:00 AM,,"Rilpola, Badulla","The Police Media Spokesperson’s Office said that, several houses have been damaged following a landslide that occurred in Rilpola, Badulla.","Rilpola, Badulla",50km,landslide,downpour,medium,unknown,3.0,0.0,,,,glc,6594.0,Sri Lanka,LK,Uva,47587.0,Badulla,5.24156,12/26/2014 11:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,81.0684,6.9438,817
myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=21903,2196,08/03/2010 09:00:00 AM,,"Madi River, Thumkodanda-9(Thumakodada), Sildjure(Sildujure), Kaski","The landslide in Sildjure, Kaski on Tuesday morning has displaced hundreds of families after it blocked Madi river to form a big lake. The locals in the vicinity of the river have left their homes and shifted elsewhere fearing havoc a sudden release of the blocked river can wreak. They have set up make-shift tents for temporary shelter. “We left after the water reached near our houses,” Krishna Bahadur Sapkota of Thumkodanda-9 said. “The water is just a couple of yards away now. The situation would be worse if the river gives way,” Sapkota added. Sapkota, who had constructed his house around 30 meters away from the river 25 years ago, now is right by the side of river due to gradual land erosion. He has now left the shop at his home and built a hut about 50 meters uphill. “We have lost our hunger and sleep. We stay looking at the river from shop during the day and go inside the hut in the evening,” he said.","Madi River, Thumkodanda-9(Thumakodada), Sildjure(Sildujure), Kaski",5km,mudslide,downpour,medium,unknown,4.0,,,,,glc,2196.0,Nepal,NP,Western Region,200000.0,Pokhara,12.91655,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.0999,28.2598,1361
taiwannews,http://www.taiwannews.com.tw/etn/news_content.php?id=1679375,3918,08/13/2011 12:00:00 AM,,"Chaurikharku, Solukhumbu District",5 killed in collapsed home in mudslide triggered by monsoon rains,"Chaurikharku, Solukhumbu District",10km,mudslide,downpour,medium,unknown,5.0,,,,,glc,3918.0,Nepal,NP,Eastern Region,2324.0,Namche Bazar,15.29399,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,86.7174,27.6674,2461
Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-07-05/3-buried-in-gorkha-landslide-3-more-injured.html,8679,07/05/2016 12:00:00 AM,,"Kerauja-3, Gorkha district, Nepal","Three persons were buried and three others were injured in a landslide at Kerauja-3 in Gorkha district.  The persons had gone to repair a road damaged by landslide in Keraula when they were buried by the landslide.  Sandip Ghale, 15, Chinmaya Gurung, 30, and Kanchi Maya Gurung, 45, died in the landslide, informed DSP Birendra Thapa. Punge Gurung, 40, Ukal Gurung and Sukaram Ghale, 12, are injured. The condition of Ghale is said to be critical.  The injured are brought to Machi Khola health post for treatment.  The landslide area is situated at a remote part of the district which has hampered rescue efforts. Chief District Officer Narayan Prasad Bhatta informed the district administration is preparing to inform the Home Ministry about the incident and ask for a chopper to rescue the injured.","Kerauja-3, Gorkha district, Nepal",25km,landslide,construction,medium,above_road,3.0,3.0,,http://assets-cdn.ekantipur.com/images/third-party/miscellaneous/0507201603452430062016102621Gorkha_Keraunja_News-(1)-1000x0-1000x0.jpg,,glc,8679.0,Nepal,NP,Western Region,0.0,Khudi,59.67109,07/07/2016 06:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.9671,28.298,3049
narinjara,http://www.narinjara.com/details.asp?id=2613,1899,05/24/2010 12:00:00 AM,,"Taung Khaung Gee tunnel, Maungdaw-Buthidaung road, Arakan, western burmese border","Fallen trees and landslides caused by torrential rains have blocked the Maungdaw - Buthidaung road, cutting off traffic on the western Burmese border.   a mudslide from the new mountain road being constructed over the large tunnel known as Taung Khaung Gee has blocked the tunnel and nearby areas,"" said one car driver.  He added that neither cars nor pedestrians are able to cross between Buthidaung and Maungdaw as the tunnel is covered by the knee-deep mud.","Taung Khaung Gee tunnel, Maungdaw-Buthidaung road, Arakan, western burmese border",1km,mudslide,downpour,medium,unknown,0.0,,,,,test,1899.0,Myanmar [Burma],MM,Rakhine,40557.0,Teknāf,15.58422,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.4504,20.8486,164
